Rainfall amount (millimetres)
4.8
0.0
0.0
0.0
9.4
8.2
10.4
2.4
9.2
27.8
0.2
0.0
0.4
0.4
7.0
1.6
32.2
1.8
0.0
4.8
0.0
0.0
0.0
0.0
0.0
3.0
5.8
0.0
1.6
1.4
2.2
0.0
0.0
0.0
0.0
0.0
1.6
0.0
0.0
28.6
4.0
0.0
41.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
54.4
0.0
0.0
0.0
0.0
6.2
3.4
0.6
0.2
32.2
1.6
8.8
0.2
0.0
1.8
1.8
0.0
1.4
0.8
0.0
0.0
0.0
0.4
4.8
0.2
8.6
0.0
0.0
18.6
4.4
2.8
0.0
0.0
0.0
0.2
0.0
0.8
3.6
4.2
11.8
14.2
0.0
0.4
114.2
36.2
3.8
1.2
0.0
3.8
3.8
3.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
13.4
0.2
0.0
0.0
0.0
0.0
0.0
0.0
0.0
22.0
64.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
18.6
0.0
0.0
1.0
27.8
6.2
0.0
0.2
0.0
0.0
0.0
0.0
0.0
0.4
0.6
0.0
0.0
21.4
11.6
0.4
0.0
3.4
36.0
0.0
0.0
0.2
0.2
0.0
0.0
0.0
0.0
0.0
0.2
3.6
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.0
7.4
0.2
0.0
0.0
0.0
15.6
21.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.8
0.4
0.0
0.0
0.0
0.0
4.8
32.2
32.2
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.2
0.4
0.0
0.0
6.0
31.0
29.2
7.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.6
0.0
0.0
0.0
0.0
0.0
0.0
0.4
28.4
4.4
0.0
0.0
0.0
0.0
3.4
6.8
33.2
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.6
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.8
4.8
1.8
0.0
0.0
0.0
3.0
0.4
0.0
0.0
3.6
13.8
0.0
0.0
7.4
20.8
10.0
19.8
14.8
1.4
83.4
19.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.6
0.0
0.0
0.0
0.0
0.0
11.0
17.2
5.2
1.0
0.2
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.2
0.0
7.0
0.6
0.0
0.0
2.0
7.2
0.0
0.4
0.0
7.8
12.0
3.2
9.2
0.0
0.0
12.6
0.0
0.6
9.2
2.0
1.2
0.0
0.0
12.2
0.0
0.0
1.0
13.2
0.0
4.6
9.0
37.6
0.4
0.4
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.0
0.6
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
8.2
0.0
0.0
0.0
13.8
11.4
19.0
4.0
26.4
6.0
1.4
2.0
0.0
9.8
23.6
6.2
7.2
0.0
0.0
0.0
31.0
17.4
0.0
64.2
10.2
10.2
0.4
0.0
0.0
7.0
0.0
0.0
0.4
0.0
0.0
0.0
0.0
0.0
0.0
0.8
34.6
1.6
0.0
0.8
0.2
0.0
0.0
0.0
17.6
3.4
8.6
13.2
15.8
40.4
3.8
11.2
0.4
0.4
5.6
0.8
0.0
0.0
0.2
0.8
17.4
0.0
0.0
0.6
0.4
11.4
0.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
11.2
12.8
9.8
6.0
15.2
10.4
0.0
0.0
0.0
4.8
0.2
16.4
4.6
12.2
21.2
7.4
1.4
1.0
0.0
0.0
0.0
3.8
0.8
0.0
0.0
6.8
0.0
0.0
0.0
2.8
12.8
2.6
7.6
5.4
0.4
0.0
0.0
0.0
0.2
26.6
6.0
0.0
0.0
0.2
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
1.4
0.0
0.0
0.0
31.0
27.0
3.6
0.4
1.0
50.6
9.0
6.6
0.2
0.0
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.4
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.2
0.0
0.0
0.0
6.2
7.4
0.2
0.0
0.0
5.0
0.2
0.0
0.0
0.0
0.0
1.2
0.8
0.0
38.6
31.0
0.2
2.4
28.6
0.2
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.4
0.6
0.0
0.0
0.0
3.2
0.0
4.4
28.8
22.2
6.0
1.4
0.4
5.8
3.0
0.8
0.2
11.8
4.2
0.0
0.2
0.2
3.8
0.2
4.0
0.0
0.0
0.0
0.0
0.0
0.0
2.2
78.6
62.2
0.6
1.0
7.8
0.2
0.4
0.4
0.4
12.8
0.2
0.0
0.0
0.0
0.0
0.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
8.0
0.0
0.0
14.2
28.0
11.4
23.4
46.4
0.0
0.4
0.4
1.8
22.4
2.6
0.6
0.4
0.2
2.8
0.8
0.0
0.2
8.0
0.4
0.0
0.2
7.8
0.2
37.4
3.4
0.0
96.6
86.2
5.2
0.0
2.4
9.0
0.8
0.0
1.0
1.4
3.6
6.6
5.2
4.2
0.4
1.0
0.0
0.0
0.0
0.0
0.2
25.8
0.4
2.2
1.6
0.6
0.8
5.8
0.0
1.4
0.2
0.0
1.4
13.2
0.0
8.2
2.2
0.8
0.2
0.0
0.4
0.0
0.0
0.0
0.2
0.4
25.8
2.0
38.8
6.0
0.0
1.2
15.4
31.4
1.4
0.0
10.6
0.2
1.0
3.4
0.4
0.4
0.4
1.2
16.8
0.0
0.0
0.0
9.4
2.4
3.6
1.2
0.6
2.8
0.6
0.0
21.4
4.4
1.8
1.4
0.6
0.0
1.4
1.4
2.6
0.0
0.0
0.0
0.4
5.2
22.2
1.6
0.0
0.0
0.0
0.2
0.0
2.4
0.2
0.6
1.6
0.0
29.2
8.6
1.2
0.8
31.8
15.2
10.0
1.6
1.4
0.0
9.2
0.0
0.0
0.0
0.0
1.6
6.2
3.2
5.2
0.4
3.0
0.2
0.4
0.2
0.0
0.2
1.2
1.0
0.6
0.0
0.2
4.8
0.2
0.2
0.0
14.0
5.2
0.0
0.0
0.0
0.2
3.6
13.6
8.8
10.8
5.2
5.0
4.6
0.0
4.6
8.2
0.0
0.8
42.2
0.0
0.0
0.0
0.0
17.2
7.8
42.2
42.4
20.8
0.4
0.0
0.0
0.2
0.2
12.6
73.6
22.2
0.4
0.4
0.0
0.0
1.8
44.8
15.4
5.0
9.2
7.2
3.8
0.0
7.6
5.0
0.2
0.0
0.0
4.0
2.8
0.2
0.0
0.2
0.0
0.0
7.8
8.8
0.4
0.0
0.2
0.0
0.0
0.0
0.0
0.0
0.0
13.8
25.6
0.0
0.0
0.0
0.0
6.8
0.0
0.0
11.0
0.0
0.0
0.0
47.0
22.4
5.4
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
27.8
0.4
0.0
0.0
0.2
9.8
0.8
0.0
0.6
0.0
0.0
1.0
1.0
0.0
0.0
20.6
1.6
16.8
6.0
6.6
20.6
1.4
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.6
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
63.0
1.2
7.6
108.6
0.2
0.0
17.2
0.4
0.0
1.2
69.2
0.0
0.0
0.2
0.0
0.0
18.2
15.2
0.0
0.2
0.0
0.2
0.0
0.0
0.0
0.0
0.0
0.4
0.0
0.2
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.4
0.2
0.0
10.6
0.6
15.4
0.0
0.0
0.2
0.2
0.2
0.0
27.2
1.6
18.2
29.0
33.2
4.4
1.6
13.2
0.2
0.0
0.2
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.2
2.6
0.2
7.0
7.2
0.8
0.2
0.2
0.2
0.2
0.0
0.2
0.0
2.0
6.8
2.6
0.4
0.2
0.0
0.2
0.0
0.0
0.0
0.0
0.0
25.2
12.2
26.4
5.8
0.0
0.4
0.6
17.0
20.2
20.0
0.8
13.2
2.8
3.4
1.6
10.8
0.2
0.0
0.0
0.0
0.0
0.0
0.0
38.8
2.6
6.4
1.4
0.4
0.0
0.0
0.0
4.4
4.6
0.6
0.0
10.4
3.0
0.0
23.0
9.0
16.4
9.8
2.6
0.4
0.4
3.4
5.0
5.8
4.2
2.0
0.2
0.2
77.8
29.0
2.6
4.2
8.2
6.6
1.6
8.4
2.0
5.8
0.0
0.0
5.8
2.4
3.2
0.0
0.0
0.4
0.0
1.4
5.4
39.2
11.4
0.0
0.0
5.8
0.0
0.0
2.8
0.8
0.0
0.0
0.0
38.4
4.4
6.2
4.4
0.4
27.6
0.0
0.2
0.0
5.2
7.2
2.4
1.0
