Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,083084,2020,05,31,1.7,1,N
IDCJAC0010,083084,2020,06,01,-0.3,1,Y
IDCJAC0010,083084,2020,06,02,0.2,1,Y
IDCJAC0010,083084,2020,06,03,3.3,1,Y
IDCJAC0010,083084,2020,06,04,7.1,1,Y
IDCJAC0010,083084,2020,06,05,5.3,1,Y
IDCJAC0010,083084,2020,06,06,4.8,1,Y
IDCJAC0010,083084,2020,06,07,4.0,1,Y
IDCJAC0010,083084,2020,06,08,7.0,1,Y
IDCJAC0010,083084,2020,06,09,5.2,1,Y
IDCJAC0010,083084,2020,06,10,4.6,1,Y
IDCJAC0010,083084,2020,06,11,5.4,1,Y
IDCJAC0010,083084,2020,06,12,4.7,1,Y
IDCJAC0010,083084,2020,06,13,4.9,1,Y
IDCJAC0010,083084,2020,06,14,0.3,1,Y
IDCJAC0010,083084,2020,06,15,2.7,1,Y
IDCJAC0010,083084,2020,06,16,3.0,1,Y
IDCJAC0010,083084,2020,06,17,4.3,1,Y
IDCJAC0010,083084,2020,06,18,4.0,1,Y
IDCJAC0010,083084,2020,06,19,3.9,1,Y
IDCJAC0010,083084,2020,06,20,3.2,1,Y
IDCJAC0010,083084,2020,06,21,-0.8,1,Y
IDCJAC0010,083084,2020,06,22,-1.1,1,Y
IDCJAC0010,083084,2020,06,23,1.9,1,Y
IDCJAC0010,083084,2020,06,24,4.6,1,Y
IDCJAC0010,083084,2020,06,25,0.4,1,Y
IDCJAC0010,083084,2020,06,26,2.0,1,Y
IDCJAC0010,083084,2020,06,27,1.6,1,Y
IDCJAC0010,083084,2020,06,28,3.3,1,Y
IDCJAC0010,083084,2020,06,29,4.1,1,Y
IDCJAC0010,083084,2020,06,30,1.7,1,Y
IDCJAC0010,083084,2020,07,01,3.6,1,N
IDCJAC0010,083084,2020,07,02,-0.5,1,N
IDCJAC0010,083084,2020,07,03,-2.0,1,N
IDCJAC0010,083084,2020,07,04,-0.1,1,N
IDCJAC0010,083084,2020,07,05,2.4,1,N
IDCJAC0010,083084,2020,07,06,1.8,1,N
IDCJAC0010,083084,2020,07,07,4.1,1,N
IDCJAC0010,083084,2020,07,08,2.9,1,N
IDCJAC0010,083084,2020,07,09,2.7,1,N
IDCJAC0010,083084,2020,07,10,1.8,1,N
IDCJAC0010,083084,2020,07,11,1.7,1,N
IDCJAC0010,083084,2020,07,12,0.0,1,N
IDCJAC0010,083084,2020,07,13,0.9,1,N
IDCJAC0010,083084,2020,07,14,0.7,1,N
IDCJAC0010,083084,2020,07,15,0.1,1,N
IDCJAC0010,083084,2020,07,16,-0.3,1,N
IDCJAC0010,083084,2020,07,17,5.7,1,N
IDCJAC0010,083084,2020,07,18,2.7,1,N
IDCJAC0010,083084,2020,07,19,0.0,1,N
IDCJAC0010,083084,2020,07,20,-1.0,1,N
IDCJAC0010,083084,2020,07,21,3.3,1,N
IDCJAC0010,083084,2020,07,22,4.8,1,N
IDCJAC0010,083084,2020,07,23,6.6,1,N
IDCJAC0010,083084,2020,07,24,4.5,1,N
IDCJAC0010,083084,2020,07,25,7.0,1,N
IDCJAC0010,083084,2020,07,26,3.1,1,N
IDCJAC0010,083084,2020,07,27,1.7,1,N
IDCJAC0010,083084,2020,07,28,2.1,1,Y
IDCJAC0010,083084,2020,07,29,6.6,1,N
IDCJAC0010,083084,2020,07,30,6.1,1,N
IDCJAC0010,083084,2020,07,31,7.0,1,N
IDCJAC0010,083084,2020,08,01,4.8,1,N
IDCJAC0010,083084,2020,08,02,6.9,1,N
IDCJAC0010,083084,2020,08,03,2.2,1,N
IDCJAC0010,083084,2020,08,04,-4.0,1,N
IDCJAC0010,083084,2020,08,05,-1.4,1,N
IDCJAC0010,083084,2020,08,06,1.2,1,N
IDCJAC0010,083084,2020,08,07,-0.1,1,N
IDCJAC0010,083084,2020,08,08,1.3,1,N
IDCJAC0010,083084,2020,08,09,0.5,1,N
IDCJAC0010,083084,2020,08,10,6.2,1,N
IDCJAC0010,083084,2020,08,11,7.0,1,N
IDCJAC0010,083084,2020,08,12,2.5,1,N
IDCJAC0010,083084,2020,08,13,3.2,1,N
IDCJAC0010,083084,2020,08,14,2.8,1,N
IDCJAC0010,083084,2020,08,15,1.5,1,N
IDCJAC0010,083084,2020,08,16,1.5,1,N
IDCJAC0010,083084,2020,08,17,3.2,1,N
IDCJAC0010,083084,2020,08,18,0.7,1,N
IDCJAC0010,083084,2020,08,19,-1.1,1,N
IDCJAC0010,083084,2020,08,20,-0.8,1,N
IDCJAC0010,083084,2020,08,21,-1.5,1,N
IDCJAC0010,083084,2020,08,22,-3.1,1,N
IDCJAC0010,083084,2020,08,23,-1.6,1,N
IDCJAC0010,083084,2020,08,24,0.3,1,N
IDCJAC0010,083084,2020,08,25,0.8,1,N
IDCJAC0010,083084,2020,08,26,1.9,1,N
IDCJAC0010,083084,2020,08,27,0.2,1,N
IDCJAC0010,083084,2020,08,28,4.9,1,N
IDCJAC0010,083084,2020,08,29,5.7,1,N
IDCJAC0010,083084,2020,08,30,5.2,1,N
IDCJAC0010,083084,2020,08,31,2.0,1,N
IDCJAC0010,083084,2020,09,01,2.6,1,Y
IDCJAC0010,083084,2020,09,02,7.9,1,Y
IDCJAC0010,083084,2020,09,03,4.5,1,Y
IDCJAC0010,083084,2020,09,04,2.0,1,Y
IDCJAC0010,083084,2020,09,05,5.4,1,Y
IDCJAC0010,083084,2020,09,06,6.7,1,Y
IDCJAC0010,083084,2020,09,07,8.2,1,Y
IDCJAC0010,083084,2020,09,08,9.3,1,Y
IDCJAC0010,083084,2020,09,09,6.4,1,Y
IDCJAC0010,083084,2020,09,10,11.1,1,Y
IDCJAC0010,083084,2020,09,11,11.1,1,Y
IDCJAC0010,083084,2020,09,12,4.7,1,Y
IDCJAC0010,083084,2020,09,13,6.2,1,Y
IDCJAC0010,083084,2020,09,14,9.6,1,Y
IDCJAC0010,083084,2020,09,15,11.3,1,Y
IDCJAC0010,083084,2020,09,16,8.2,1,Y
IDCJAC0010,083084,2020,09,17,10.1,1,Y
IDCJAC0010,083084,2020,09,18,9.4,1,Y
IDCJAC0010,083084,2020,09,19,12.3,1,Y
IDCJAC0010,083084,2020,09,20,7.1,1,Y
IDCJAC0010,083084,2020,09,21,8.3,1,Y
IDCJAC0010,083084,2020,09,22,2.0,1,Y
IDCJAC0010,083084,2020,09,23,-0.2,1,Y
IDCJAC0010,083084,2020,09,24,-1.6,1,Y
IDCJAC0010,083084,2020,09,25,-1.8,1,Y
IDCJAC0010,083084,2020,09,26,-0.9,1,Y
IDCJAC0010,083084,2020,09,27,2.4,1,Y
IDCJAC0010,083084,2020,09,28,6.3,1,Y
IDCJAC0010,083084,2020,09,29,6.5,1,Y
IDCJAC0010,083084,2020,09,30,4.5,1,Y
IDCJAC0010,083084,2020,10,01,5.2,1,Y
IDCJAC0010,083084,2020,10,02,11.0,1,Y
IDCJAC0010,083084,2020,10,03,14.1,1,Y
IDCJAC0010,083084,2020,10,04,15.7,1,Y
IDCJAC0010,083084,2020,10,05,9.3,1,Y
IDCJAC0010,083084,2020,10,06,7.2,1,Y
IDCJAC0010,083084,2020,10,07,9.0,1,Y
IDCJAC0010,083084,2020,10,08,4.7,1,Y
IDCJAC0010,083084,2020,10,09,2.0,1,Y
IDCJAC0010,083084,2020,10,10,5.7,1,Y
IDCJAC0010,083084,2020,10,11,11.2,1,Y
IDCJAC0010,083084,2020,10,12,12.1,1,Y
IDCJAC0010,083084,2020,10,13,14.1,1,Y
IDCJAC0010,083084,2020,10,14,14.1,1,Y
IDCJAC0010,083084,2020,10,15,12.2,1,Y
IDCJAC0010,083084,2020,10,16,11.7,1,Y
IDCJAC0010,083084,2020,10,17,7.7,1,Y
IDCJAC0010,083084,2020,10,18,7.4,1,Y
IDCJAC0010,083084,2020,10,19,10.6,1,Y
IDCJAC0010,083084,2020,10,20,11.0,1,Y
IDCJAC0010,083084,2020,10,21,11.2,1,Y
IDCJAC0010,083084,2020,10,22,14.0,1,Y
IDCJAC0010,083084,2020,10,23,9.8,1,Y
IDCJAC0010,083084,2020,10,24,9.0,1,Y
IDCJAC0010,083084,2020,10,25,3.6,1,Y
IDCJAC0010,083084,2020,10,26,3.0,1,Y
IDCJAC0010,083084,2020,10,27,6.8,1,Y
IDCJAC0010,083084,2020,10,28,9.0,1,Y
IDCJAC0010,083084,2020,10,29,12.2,1,Y
IDCJAC0010,083084,2020,10,30,11.1,1,Y
IDCJAC0010,083084,2020,10,31,9.2,1,Y
IDCJAC0010,083084,2020,11,01,12.4,1,Y
IDCJAC0010,083084,2020,11,02,15.5,1,Y
IDCJAC0010,083084,2020,11,03,17.1,1,Y
IDCJAC0010,083084,2020,11,04,11.8,1,Y
IDCJAC0010,083084,2020,11,05,6.3,1,Y
IDCJAC0010,083084,2020,11,06,11.2,1,Y
IDCJAC0010,083084,2020,11,07,8.4,1,Y
IDCJAC0010,083084,2020,11,08,13.0,1,Y
IDCJAC0010,083084,2020,11,09,14.9,1,Y
IDCJAC0010,083084,2020,11,10,16.7,1,Y
IDCJAC0010,083084,2020,11,11,16.9,1,Y
IDCJAC0010,083084,2020,11,12,11.4,1,Y
IDCJAC0010,083084,2020,11,13,10.8,1,Y
IDCJAC0010,083084,2020,11,14,12.6,1,Y
IDCJAC0010,083084,2020,11,15,16.7,1,Y
IDCJAC0010,083084,2020,11,16,14.6,1,Y
IDCJAC0010,083084,2020,11,17,13.5,1,Y
IDCJAC0010,083084,2020,11,18,17.4,1,Y
IDCJAC0010,083084,2020,11,19,17.8,1,Y
IDCJAC0010,083084,2020,11,20,22.6,1,Y
IDCJAC0010,083084,2020,11,21,22.5,1,Y
IDCJAC0010,083084,2020,11,22,20.8,1,Y
IDCJAC0010,083084,2020,11,23,12.5,1,Y
IDCJAC0010,083084,2020,11,24,14.5,1,Y
IDCJAC0010,083084,2020,11,25,16.8,1,Y
IDCJAC0010,083084,2020,11,26,19.7,1,Y
IDCJAC0010,083084,2020,11,27,20.2,1,Y
IDCJAC0010,083084,2020,11,28,22.8,1,Y
IDCJAC0010,083084,2020,11,29,14.6,1,Y
IDCJAC0010,083084,2020,11,30,17.1,1,Y
IDCJAC0010,083084,2020,12,01,17.4,1,N
IDCJAC0010,083084,2020,12,02,14.2,1,N
IDCJAC0010,083084,2020,12,03,14.0,1,N
IDCJAC0010,083084,2020,12,04,16.3,1,N
IDCJAC0010,083084,2020,12,05,16.5,1,N
IDCJAC0010,083084,2020,12,06,2.7,1,N
IDCJAC0010,083084,2020,12,07,3.9,1,N
IDCJAC0010,083084,2020,12,08,10.3,1,N
IDCJAC0010,083084,2020,12,09,14.4,1,N
IDCJAC0010,083084,2020,12,10,11.3,1,Y
IDCJAC0010,083084,2020,12,11,13.9,1,N
IDCJAC0010,083084,2020,12,12,17.2,1,N
IDCJAC0010,083084,2020,12,13,17.8,1,N
IDCJAC0010,083084,2020,12,14,20.7,1,N
IDCJAC0010,083084,2020,12,15,20.9,1,N
IDCJAC0010,083084,2020,12,16,17.5,1,N
IDCJAC0010,083084,2020,12,17,15.9,1,N
IDCJAC0010,083084,2020,12,18,13.6,1,N
IDCJAC0010,083084,2020,12,19,12.8,1,N
IDCJAC0010,083084,2020,12,20,13.2,1,N
IDCJAC0010,083084,2020,12,21,13.7,1,N
IDCJAC0010,083084,2020,12,22,8.4,1,N
IDCJAC0010,083084,2020,12,23,13.8,1,N
IDCJAC0010,083084,2020,12,24,14.7,1,N
IDCJAC0010,083084,2020,12,25,14.2,1,N
IDCJAC0010,083084,2020,12,26,14.7,1,N
IDCJAC0010,083084,2020,12,27,18.8,1,N
IDCJAC0010,083084,2020,12,28,15.0,1,N
IDCJAC0010,083084,2020,12,29,14.2,1,N
IDCJAC0010,083084,2020,12,30,17.1,1,N
IDCJAC0010,083084,2020,12,31,17.3,1,N
