Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,083084,2019,02,07,15.2,1,Y
IDCJAC0010,083084,2019,02,08,14.7,1,Y
IDCJAC0010,083084,2019,02,09,8.3,1,Y
IDCJAC0010,083084,2019,02,10,13.9,1,Y
IDCJAC0010,083084,2019,02,11,14.0,1,Y
IDCJAC0010,083084,2019,02,12,11.0,1,Y
IDCJAC0010,083084,2019,02,13,8.6,1,Y
IDCJAC0010,083084,2019,02,14,15.5,1,Y
IDCJAC0010,083084,2019,02,15,19.8,1,Y
IDCJAC0010,083084,2019,02,16,18.3,1,Y
IDCJAC0010,083084,2019,02,17,19.6,1,Y
IDCJAC0010,083084,2019,02,18,18.2,1,Y
IDCJAC0010,083084,2019,02,19,16.0,1,Y
IDCJAC0010,083084,2019,02,20,16.7,1,Y
IDCJAC0010,083084,2019,02,21,17.8,1,Y
IDCJAC0010,083084,2019,02,22,18.2,1,Y
IDCJAC0010,083084,2019,02,23,16.2,1,Y
IDCJAC0010,083084,2019,02,24,20.4,1,Y
IDCJAC0010,083084,2019,02,25,21.4,1,Y
IDCJAC0010,083084,2019,02,26,21.4,1,Y
IDCJAC0010,083084,2019,02,27,21.4,1,Y
IDCJAC0010,083084,2019,02,28,20.8,1,Y
IDCJAC0010,083084,2019,03,01,23.6,1,Y
IDCJAC0010,083084,2019,03,02,21.0,1,Y
IDCJAC0010,083084,2019,03,03,20.2,1,Y
IDCJAC0010,083084,2019,03,04,22.8,1,Y
IDCJAC0010,083084,2019,03,05,16.0,1,Y
IDCJAC0010,083084,2019,03,06,7.5,1,Y
IDCJAC0010,083084,2019,03,07,13.9,1,Y
IDCJAC0010,083084,2019,03,08,13.0,1,Y
IDCJAC0010,083084,2019,03,09,16.8,1,Y
IDCJAC0010,083084,2019,03,10,14.3,1,Y
IDCJAC0010,083084,2019,03,11,12.1,1,Y
IDCJAC0010,083084,2019,03,12,10.9,1,Y
IDCJAC0010,083084,2019,03,13,11.6,1,Y
IDCJAC0010,083084,2019,03,14,15.5,1,Y
IDCJAC0010,083084,2019,03,15,14.9,1,Y
IDCJAC0010,083084,2019,03,16,17.6,1,Y
IDCJAC0010,083084,2019,03,17,17.3,1,Y
IDCJAC0010,083084,2019,03,18,12.2,1,Y
IDCJAC0010,083084,2019,03,19,16.2,1,Y
IDCJAC0010,083084,2019,03,20,17.5,1,Y
IDCJAC0010,083084,2019,03,21,19.0,1,Y
IDCJAC0010,083084,2019,03,22,15.7,1,Y
IDCJAC0010,083084,2019,03,23,13.7,1,Y
IDCJAC0010,083084,2019,03,24,12.8,1,Y
IDCJAC0010,083084,2019,03,25,8.8,1,Y
IDCJAC0010,083084,2019,03,26,8.2,1,Y
IDCJAC0010,083084,2019,03,27,14.0,1,Y
IDCJAC0010,083084,2019,03,28,12.3,1,Y
IDCJAC0010,083084,2019,03,29,10.6,1,Y
IDCJAC0010,083084,2019,03,30,1.5,1,Y
IDCJAC0010,083084,2019,03,31,5.0,1,Y
IDCJAC0010,083084,2019,04,01,10.9,1,Y
IDCJAC0010,083084,2019,04,02,10.6,1,Y
IDCJAC0010,083084,2019,04,03,12.1,1,Y
IDCJAC0010,083084,2019,04,04,8.8,1,Y
IDCJAC0010,083084,2019,04,05,11.6,1,Y
IDCJAC0010,083084,2019,04,06,11.6,1,Y
IDCJAC0010,083084,2019,04,07,10.3,1,Y
IDCJAC0010,083084,2019,04,08,9.8,1,Y
IDCJAC0010,083084,2019,04,09,7.2,1,Y
IDCJAC0010,083084,2019,04,10,8.7,1,Y
IDCJAC0010,083084,2019,04,11,11.0,1,Y
IDCJAC0010,083084,2019,04,12,10.9,1,Y
IDCJAC0010,083084,2019,04,13,10.4,1,Y
IDCJAC0010,083084,2019,04,14,13.4,1,Y
IDCJAC0010,083084,2019,04,15,12.9,1,Y
IDCJAC0010,083084,2019,04,16,13.9,1,Y
IDCJAC0010,083084,2019,04,17,13.6,1,Y
IDCJAC0010,083084,2019,04,18,13.7,1,Y
IDCJAC0010,083084,2019,04,19,12.8,1,Y
IDCJAC0010,083084,2019,04,20,15.2,1,Y
IDCJAC0010,083084,2019,04,21,13.2,1,Y
IDCJAC0010,083084,2019,04,22,14.2,1,Y
IDCJAC0010,083084,2019,04,23,13.3,1,Y
IDCJAC0010,083084,2019,04,24,10.7,1,Y
IDCJAC0010,083084,2019,04,25,10.1,1,Y
IDCJAC0010,083084,2019,04,26,2.9,1,Y
IDCJAC0010,083084,2019,04,27,7.6,1,Y
IDCJAC0010,083084,2019,04,28,9.6,1,Y
IDCJAC0010,083084,2019,04,29,12.6,1,Y
IDCJAC0010,083084,2019,04,30,9.7,1,Y
IDCJAC0010,083084,2019,05,01,10.0,1,N
IDCJAC0010,083084,2019,05,02,10.8,1,N
IDCJAC0010,083084,2019,05,03,7.3,1,N
IDCJAC0010,083084,2019,05,04,4.0,1,N
IDCJAC0010,083084,2019,05,05,3.3,1,N
IDCJAC0010,083084,2019,05,06,8.1,1,N
IDCJAC0010,083084,2019,05,07,7.2,1,N
IDCJAC0010,083084,2019,05,08,1.0,1,N
IDCJAC0010,083084,2019,05,09,1.1,1,N
IDCJAC0010,083084,2019,05,10,0.6,1,N
IDCJAC0010,083084,2019,05,11,4.7,1,N
IDCJAC0010,083084,2019,05,12,6.9,1,N
IDCJAC0010,083084,2019,05,13,9.9,1,N
IDCJAC0010,083084,2019,05,14,8.9,1,N
IDCJAC0010,083084,2019,05,15,11.0,1,N
IDCJAC0010,083084,2019,05,16,10.6,1,N
IDCJAC0010,083084,2019,05,17,9.3,1,N
IDCJAC0010,083084,2019,05,18,9.9,1,N
IDCJAC0010,083084,2019,05,19,8.0,1,N
IDCJAC0010,083084,2019,05,20,6.2,1,N
IDCJAC0010,083084,2019,05,21,7.7,1,N
IDCJAC0010,083084,2019,05,22,10.6,1,N
IDCJAC0010,083084,2019,05,23,9.5,1,N
IDCJAC0010,083084,2019,05,24,5.1,1,N
IDCJAC0010,083084,2019,05,25,4.8,1,N
IDCJAC0010,083084,2019,05,26,-0.1,1,N
IDCJAC0010,083084,2019,05,27,-2.7,1,N
IDCJAC0010,083084,2019,05,28,0.7,1,N
IDCJAC0010,083084,2019,05,29,-3.1,1,N
IDCJAC0010,083084,2019,05,30,1.7,1,N
IDCJAC0010,083084,2019,05,31,3.8,1,N
IDCJAC0010,083084,2019,06,01,4.4,1,Y
IDCJAC0010,083084,2019,06,02,2.9,1,Y
IDCJAC0010,083084,2019,06,03,-1.2,1,Y
IDCJAC0010,083084,2019,06,04,-2.1,1,Y
IDCJAC0010,083084,2019,06,05,2.9,1,Y
IDCJAC0010,083084,2019,06,06,6.4,1,Y
IDCJAC0010,083084,2019,06,07,11.7,1,Y
IDCJAC0010,083084,2019,06,08,3.0,1,Y
IDCJAC0010,083084,2019,06,09,3.9,1,Y
IDCJAC0010,083084,2019,06,10,4.6,1,Y
IDCJAC0010,083084,2019,06,11,7.4,1,Y
IDCJAC0010,083084,2019,06,12,5.5,1,Y
IDCJAC0010,083084,2019,06,13,1.6,1,Y
IDCJAC0010,083084,2019,06,14,1.6,1,Y
IDCJAC0010,083084,2019,06,15,2.4,1,Y
IDCJAC0010,083084,2019,06,16,2.2,1,Y
IDCJAC0010,083084,2019,06,17,5.1,1,Y
IDCJAC0010,083084,2019,06,18,-0.6,1,Y
IDCJAC0010,083084,2019,06,19,-1.2,1,Y
IDCJAC0010,083084,2019,06,20,-1.5,1,Y
IDCJAC0010,083084,2019,06,21,-2.0,1,Y
IDCJAC0010,083084,2019,06,22,-1.8,1,Y
IDCJAC0010,083084,2019,06,23,0.7,1,Y
IDCJAC0010,083084,2019,06,24,5.8,1,Y
IDCJAC0010,083084,2019,06,25,6.4,1,Y
IDCJAC0010,083084,2019,06,26,7.3,1,Y
IDCJAC0010,083084,2019,06,27,6.5,1,Y
IDCJAC0010,083084,2019,06,28,4.2,1,Y
IDCJAC0010,083084,2019,06,29,4.0,1,Y
IDCJAC0010,083084,2019,06,30,-1.8,1,Y
IDCJAC0010,083084,2019,07,01,-0.8,1,N
IDCJAC0010,083084,2019,07,02,-0.2,1,N
IDCJAC0010,083084,2019,07,03,1.0,1,N
IDCJAC0010,083084,2019,07,04,4.3,1,N
IDCJAC0010,083084,2019,07,05,6.1,1,N
IDCJAC0010,083084,2019,07,06,6.0,1,N
IDCJAC0010,083084,2019,07,07,3.5,1,N
IDCJAC0010,083084,2019,07,08,2.0,1,N
IDCJAC0010,083084,2019,07,09,-0.6,1,N
IDCJAC0010,083084,2019,07,10,-0.1,1,N
IDCJAC0010,083084,2019,07,11,0.2,1,N
IDCJAC0010,083084,2019,07,12,1.1,1,N
IDCJAC0010,083084,2019,07,13,-3.5,1,N
IDCJAC0010,083084,2019,07,14,-1.2,1,N
IDCJAC0010,083084,2019,07,15,1.5,1,N
IDCJAC0010,083084,2019,07,16,0.7,1,N
IDCJAC0010,083084,2019,07,17,-0.5,1,N
IDCJAC0010,083084,2019,07,18,0.6,1,N
IDCJAC0010,083084,2019,07,19,1.1,1,N
IDCJAC0010,083084,2019,07,20,0.7,1,N
IDCJAC0010,083084,2019,07,21,0.4,1,N
IDCJAC0010,083084,2019,07,22,2.0,1,N
IDCJAC0010,083084,2019,07,23,-0.1,1,N
IDCJAC0010,083084,2019,07,24,4.3,1,N
IDCJAC0010,083084,2019,07,25,6.6,1,N
IDCJAC0010,083084,2019,07,26,1.9,1,N
IDCJAC0010,083084,2019,07,27,0.8,1,N
IDCJAC0010,083084,2019,07,28,1.6,1,N
IDCJAC0010,083084,2019,07,29,1.6,1,N
IDCJAC0010,083084,2019,07,30,1.6,1,N
IDCJAC0010,083084,2019,07,31,6.5,1,N
IDCJAC0010,083084,2019,08,01,6.3,1,N
IDCJAC0010,083084,2019,08,02,7.0,1,N
IDCJAC0010,083084,2019,08,03,5.5,1,N
IDCJAC0010,083084,2019,08,04,3.3,1,N
IDCJAC0010,083084,2019,08,05,3.8,1,N
IDCJAC0010,083084,2019,08,06,4.5,1,N
IDCJAC0010,083084,2019,08,07,-0.2,1,N
IDCJAC0010,083084,2019,08,08,-0.9,1,N
IDCJAC0010,083084,2019,08,09,-3.4,1,N
IDCJAC0010,083084,2019,08,10,-3.1,1,N
IDCJAC0010,083084,2019,08,11,-2.3,1,N
IDCJAC0010,083084,2019,08,12,0.1,1,N
IDCJAC0010,083084,2019,08,13,-0.2,1,N
IDCJAC0010,083084,2019,08,14,-0.9,1,N
IDCJAC0010,083084,2019,08,15,-0.1,1,N
IDCJAC0010,083084,2019,08,16,-0.5,1,N
IDCJAC0010,083084,2019,08,17,3.4,1,N
IDCJAC0010,083084,2019,08,18,4.9,1,N
IDCJAC0010,083084,2019,08,19,-2.5,1,N
IDCJAC0010,083084,2019,08,20,0.2,1,N
IDCJAC0010,083084,2019,08,21,0.8,1,N
IDCJAC0010,083084,2019,08,22,6.9,1,N
IDCJAC0010,083084,2019,08,23,7.4,1,N
IDCJAC0010,083084,2019,08,24,3.7,1,N
IDCJAC0010,083084,2019,08,25,3.1,1,N
IDCJAC0010,083084,2019,08,26,3.5,1,Y
IDCJAC0010,083084,2019,08,27,4.4,1,Y
IDCJAC0010,083084,2019,08,28,1.0,1,N
IDCJAC0010,083084,2019,08,29,-0.6,1,N
IDCJAC0010,083084,2019,08,30,5.9,1,N
IDCJAC0010,083084,2019,08,31,6.2,1,N
IDCJAC0010,083084,2019,09,01,4.1,1,N
IDCJAC0010,083084,2019,09,02,7.6,1,N
IDCJAC0010,083084,2019,09,03,9.0,1,Y
IDCJAC0010,083084,2019,09,04,6.0,1,N
IDCJAC0010,083084,2019,09,05,7.0,1,N
IDCJAC0010,083084,2019,09,06,3.9,1,N
IDCJAC0010,083084,2019,09,07,-1.5,1,N
IDCJAC0010,083084,2019,09,08,-0.6,1,N
IDCJAC0010,083084,2019,09,09,-0.9,1,N
IDCJAC0010,083084,2019,09,10,5.0,1,N
IDCJAC0010,083084,2019,09,11,10.2,1,N
IDCJAC0010,083084,2019,09,12,6.9,1,N
IDCJAC0010,083084,2019,09,13,7.2,1,N
IDCJAC0010,083084,2019,09,14,8.4,1,N
IDCJAC0010,083084,2019,09,15,6.7,1,N
IDCJAC0010,083084,2019,09,16,2.8,1,N
IDCJAC0010,083084,2019,09,17,2.3,1,N
IDCJAC0010,083084,2019,09,18,7.2,1,N
IDCJAC0010,083084,2019,09,19,8.9,1,N
IDCJAC0010,083084,2019,09,20,10.5,1,N
IDCJAC0010,083084,2019,09,21,,,
IDCJAC0010,083084,2019,09,22,,,
IDCJAC0010,083084,2019,09,23,,,
IDCJAC0010,083084,2019,09,24,,,
IDCJAC0010,083084,2019,09,25,,,
IDCJAC0010,083084,2019,09,26,,,
IDCJAC0010,083084,2019,09,27,,,
IDCJAC0010,083084,2019,09,28,,,
IDCJAC0010,083084,2019,09,29,,,
IDCJAC0010,083084,2019,09,30,,,
IDCJAC0010,083084,2019,10,01,,,
IDCJAC0010,083084,2019,10,02,,,
IDCJAC0010,083084,2019,10,03,,,
IDCJAC0010,083084,2019,10,04,,,
IDCJAC0010,083084,2019,10,05,,,
IDCJAC0010,083084,2019,10,06,,,
IDCJAC0010,083084,2019,10,07,,,
IDCJAC0010,083084,2019,10,08,,,
IDCJAC0010,083084,2019,10,09,,,
IDCJAC0010,083084,2019,10,10,,,
IDCJAC0010,083084,2019,10,11,,,
IDCJAC0010,083084,2019,10,12,,,
IDCJAC0010,083084,2019,10,13,,,
IDCJAC0010,083084,2019,10,14,,,
IDCJAC0010,083084,2019,10,15,,,
IDCJAC0010,083084,2019,10,16,,,
IDCJAC0010,083084,2019,10,17,,,
IDCJAC0010,083084,2019,10,18,,,
IDCJAC0010,083084,2019,10,19,,,
IDCJAC0010,083084,2019,10,20,,,
IDCJAC0010,083084,2019,10,21,,,
IDCJAC0010,083084,2019,10,22,,,
IDCJAC0010,083084,2019,10,23,,,
IDCJAC0010,083084,2019,10,24,,,
IDCJAC0010,083084,2019,10,25,,,
IDCJAC0010,083084,2019,10,26,,,
IDCJAC0010,083084,2019,10,27,,,
IDCJAC0010,083084,2019,10,28,,,
IDCJAC0010,083084,2019,10,29,,,
IDCJAC0010,083084,2019,10,30,18.8,1,Y
IDCJAC0010,083084,2019,10,31,18.6,1,Y
IDCJAC0010,083084,2019,11,01,18.1,1,N
IDCJAC0010,083084,2019,11,02,15.1,1,N
IDCJAC0010,083084,2019,11,03,9.7,1,N
IDCJAC0010,083084,2019,11,04,6.6,1,N
IDCJAC0010,083084,2019,11,05,7.9,1,N
IDCJAC0010,083084,2019,11,06,6.5,1,N
IDCJAC0010,083084,2019,11,07,2.9,1,N
IDCJAC0010,083084,2019,11,08,0.1,1,N
IDCJAC0010,083084,2019,11,09,1.8,1,N
IDCJAC0010,083084,2019,11,10,6.6,1,N
IDCJAC0010,083084,2019,11,11,11.4,1,N
IDCJAC0010,083084,2019,11,12,12.3,1,N
IDCJAC0010,083084,2019,11,13,,,
IDCJAC0010,083084,2019,11,14,,,
IDCJAC0010,083084,2019,11,15,,,
IDCJAC0010,083084,2019,11,16,,,
IDCJAC0010,083084,2019,11,17,,,
IDCJAC0010,083084,2019,11,18,,,
IDCJAC0010,083084,2019,11,19,,,
IDCJAC0010,083084,2019,11,20,,,
IDCJAC0010,083084,2019,11,21,,,
IDCJAC0010,083084,2019,11,22,,,
IDCJAC0010,083084,2019,11,23,,,
IDCJAC0010,083084,2019,11,24,,,
IDCJAC0010,083084,2019,11,25,,,
IDCJAC0010,083084,2019,11,26,,,
IDCJAC0010,083084,2019,11,27,,,
IDCJAC0010,083084,2019,11,28,,,
IDCJAC0010,083084,2019,11,29,,,
IDCJAC0010,083084,2019,11,30,,,
IDCJAC0010,083084,2019,12,01,,,
IDCJAC0010,083084,2019,12,02,,,
IDCJAC0010,083084,2019,12,03,,,
IDCJAC0010,083084,2019,12,04,,,
IDCJAC0010,083084,2019,12,05,,,
IDCJAC0010,083084,2019,12,06,,,
IDCJAC0010,083084,2019,12,07,,,
IDCJAC0010,083084,2019,12,08,,,
IDCJAC0010,083084,2019,12,09,,,
IDCJAC0010,083084,2019,12,10,,,
IDCJAC0010,083084,2019,12,11,,,
IDCJAC0010,083084,2019,12,12,16.8,1,N
IDCJAC0010,083084,2019,12,13,13.3,1,N
IDCJAC0010,083084,2019,12,14,14.1,1,N
IDCJAC0010,083084,2019,12,15,14.1,1,N
IDCJAC0010,083084,2019,12,16,19.9,1,N
IDCJAC0010,083084,2019,12,17,22.9,1,N
IDCJAC0010,083084,2019,12,18,23.3,1,N
IDCJAC0010,083084,2019,12,19,26.0,1,N
IDCJAC0010,083084,2019,12,20,26.6,1,N
IDCJAC0010,083084,2019,12,21,24.3,1,N
IDCJAC0010,083084,2019,12,22,19.5,1,N
IDCJAC0010,083084,2019,12,23,20.1,1,N
IDCJAC0010,083084,2019,12,24,18.8,1,N
IDCJAC0010,083084,2019,12,25,20.4,1,N
IDCJAC0010,083084,2019,12,26,23.8,1,N
IDCJAC0010,083084,2019,12,27,23.5,1,N
IDCJAC0010,083084,2019,12,28,21.8,1,N
IDCJAC0010,083084,2019,12,29,24.7,1,N
IDCJAC0010,083084,2019,12,30,25.6,1,N
IDCJAC0010,083084,2019,12,31,21.6,1,N
