Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,083084,2018,03,05,0.0,1,N
IDCJAC0009,083084,2018,03,06,0.0,1,N
IDCJAC0009,083084,2018,03,07,0.0,1,N
IDCJAC0009,083084,2018,03,08,0.0,1,N
IDCJAC0009,083084,2018,03,09,0.0,1,N
IDCJAC0009,083084,2018,03,10,0.0,1,N
IDCJAC0009,083084,2018,03,11,0.0,1,N
IDCJAC0009,083084,2018,03,12,0.0,1,N
IDCJAC0009,083084,2018,03,13,0.0,1,N
IDCJAC0009,083084,2018,03,14,0.0,1,N
IDCJAC0009,083084,2018,03,15,0.0,1,N
IDCJAC0009,083084,2018,03,16,0.0,1,N
IDCJAC0009,083084,2018,03,17,0.0,1,N
IDCJAC0009,083084,2018,03,18,0.8,1,N
IDCJAC0009,083084,2018,03,19,0.4,1,N
IDCJAC0009,083084,2018,03,20,0.0,1,N
IDCJAC0009,083084,2018,03,21,0.0,1,N
IDCJAC0009,083084,2018,03,22,0.0,1,N
IDCJAC0009,083084,2018,03,23,0.0,1,N
IDCJAC0009,083084,2018,03,24,4.8,1,N
IDCJAC0009,083084,2018,03,25,32.2,1,N
IDCJAC0009,083084,2018,03,26,32.2,1,N
IDCJAC0009,083084,2018,03,27,0.0,1,N
IDCJAC0009,083084,2018,03,28,0.0,1,N
IDCJAC0009,083084,2018,03,29,0.0,1,N
IDCJAC0009,083084,2018,03,30,0.0,1,N
IDCJAC0009,083084,2018,03,31,0.0,1,N
IDCJAC0009,083084,2018,04,01,0.0,1,N
IDCJAC0009,083084,2018,04,02,0.0,1,N
IDCJAC0009,083084,2018,04,03,0.0,1,N
IDCJAC0009,083084,2018,04,04,0.0,1,N
IDCJAC0009,083084,2018,04,05,0.0,1,N
IDCJAC0009,083084,2018,04,06,0.0,1,N
IDCJAC0009,083084,2018,04,07,0.0,1,N
IDCJAC0009,083084,2018,04,08,0.0,1,N
IDCJAC0009,083084,2018,04,09,0.0,1,N
IDCJAC0009,083084,2018,04,10,0.2,1,N
IDCJAC0009,083084,2018,04,11,0.4,1,N
IDCJAC0009,083084,2018,04,12,0.0,1,N
IDCJAC0009,083084,2018,04,13,0.0,1,N
IDCJAC0009,083084,2018,04,14,6.0,1,N
IDCJAC0009,083084,2018,04,15,31.0,1,N
IDCJAC0009,083084,2018,04,16,29.2,1,N
IDCJAC0009,083084,2018,04,17,7.8,1,N
IDCJAC0009,083084,2018,04,18,0.0,1,N
IDCJAC0009,083084,2018,04,19,0.0,1,N
IDCJAC0009,083084,2018,04,20,0.0,1,N
IDCJAC0009,083084,2018,04,21,0.0,1,N
IDCJAC0009,083084,2018,04,22,0.0,1,N
IDCJAC0009,083084,2018,04,23,0.0,1,N
IDCJAC0009,083084,2018,04,24,0.0,1,N
IDCJAC0009,083084,2018,04,25,0.0,1,N
IDCJAC0009,083084,2018,04,26,0.6,1,N
IDCJAC0009,083084,2018,04,27,0.0,1,N
IDCJAC0009,083084,2018,04,28,0.0,1,N
IDCJAC0009,083084,2018,04,29,0.0,1,N
IDCJAC0009,083084,2018,04,30,0.0,1,N
IDCJAC0009,083084,2018,05,01,0.0,1,N
IDCJAC0009,083084,2018,05,02,0.0,1,N
IDCJAC0009,083084,2018,05,03,0.4,1,N
IDCJAC0009,083084,2018,05,04,28.4,1,N
IDCJAC0009,083084,2018,05,05,4.4,1,N
IDCJAC0009,083084,2018,05,06,0.0,1,N
IDCJAC0009,083084,2018,05,07,0.0,1,N
IDCJAC0009,083084,2018,05,08,0.0,1,N
IDCJAC0009,083084,2018,05,09,0.0,1,Y
IDCJAC0009,083084,2018,05,10,3.4,1,Y
IDCJAC0009,083084,2018,05,11,6.8,1,N
IDCJAC0009,083084,2018,05,12,33.2,1,N
IDCJAC0009,083084,2018,05,13,0.0,1,N
IDCJAC0009,083084,2018,05,14,0.0,1,N
IDCJAC0009,083084,2018,05,15,0.0,1,N
IDCJAC0009,083084,2018,05,16,0.0,1,N
IDCJAC0009,083084,2018,05,17,0.0,1,N
IDCJAC0009,083084,2018,05,18,0.0,1,N
IDCJAC0009,083084,2018,05,19,0.0,1,N
IDCJAC0009,083084,2018,05,20,0.0,1,N
IDCJAC0009,083084,2018,05,21,2.6,1,N
IDCJAC0009,083084,2018,05,22,0.0,1,Y
IDCJAC0009,083084,2018,05,23,0.0,1,N
IDCJAC0009,083084,2018,05,24,0.0,1,N
IDCJAC0009,083084,2018,05,25,0.0,1,N
IDCJAC0009,083084,2018,05,26,0.0,1,N
IDCJAC0009,083084,2018,05,27,0.0,1,N
IDCJAC0009,083084,2018,05,28,0.0,1,N
IDCJAC0009,083084,2018,05,29,3.8,1,N
IDCJAC0009,083084,2018,05,30,4.8,1,N
IDCJAC0009,083084,2018,05,31,1.8,1,N
IDCJAC0009,083084,2018,06,01,0.0,1,N
IDCJAC0009,083084,2018,06,02,0.0,1,N
IDCJAC0009,083084,2018,06,03,0.0,1,N
IDCJAC0009,083084,2018,06,04,3.0,1,N
IDCJAC0009,083084,2018,06,05,0.4,1,N
IDCJAC0009,083084,2018,06,06,0.0,1,N
IDCJAC0009,083084,2018,06,07,0.0,1,N
IDCJAC0009,083084,2018,06,08,3.6,1,N
IDCJAC0009,083084,2018,06,09,13.8,1,N
IDCJAC0009,083084,2018,06,10,0.0,1,N
IDCJAC0009,083084,2018,06,11,0.0,1,N
IDCJAC0009,083084,2018,06,12,7.4,1,N
IDCJAC0009,083084,2018,06,13,20.8,1,N
IDCJAC0009,083084,2018,06,14,10.0,1,N
IDCJAC0009,083084,2018,06,15,19.8,1,N
IDCJAC0009,083084,2018,06,16,14.8,1,N
IDCJAC0009,083084,2018,06,17,1.4,1,N
IDCJAC0009,083084,2018,06,18,83.4,1,N
IDCJAC0009,083084,2018,06,19,19.8,1,N
IDCJAC0009,083084,2018,06,20,0.0,1,N
IDCJAC0009,083084,2018,06,21,0.0,1,N
IDCJAC0009,083084,2018,06,22,0.0,1,N
IDCJAC0009,083084,2018,06,23,0.0,1,N
IDCJAC0009,083084,2018,06,24,0.0,1,N
IDCJAC0009,083084,2018,06,25,0.0,1,N
IDCJAC0009,083084,2018,06,26,0.0,1,N
IDCJAC0009,083084,2018,06,27,0.0,1,N
IDCJAC0009,083084,2018,06,28,0.0,1,N
IDCJAC0009,083084,2018,06,29,0.0,1,N
IDCJAC0009,083084,2018,06,30,4.6,1,N
IDCJAC0009,083084,2018,07,01,0.0,1,N
IDCJAC0009,083084,2018,07,02,0.0,1,N
IDCJAC0009,083084,2018,07,03,0.0,1,N
IDCJAC0009,083084,2018,07,04,0.0,1,N
IDCJAC0009,083084,2018,07,05,0.0,1,N
IDCJAC0009,083084,2018,07,06,11.0,1,N
IDCJAC0009,083084,2018,07,07,17.2,1,N
IDCJAC0009,083084,2018,07,08,5.2,1,N
IDCJAC0009,083084,2018,07,09,1.0,1,N
IDCJAC0009,083084,2018,07,10,0.2,1,N
IDCJAC0009,083084,2018,07,11,0.0,1,N
IDCJAC0009,083084,2018,07,12,0.0,1,N
IDCJAC0009,083084,2018,07,13,0.0,1,N
IDCJAC0009,083084,2018,07,14,0.0,1,N
IDCJAC0009,083084,2018,07,15,0.0,1,N
IDCJAC0009,083084,2018,07,16,0.0,1,N
IDCJAC0009,083084,2018,07,17,0.0,1,N
IDCJAC0009,083084,2018,07,18,3.2,1,N
IDCJAC0009,083084,2018,07,19,0.0,1,N
IDCJAC0009,083084,2018,07,20,7.0,1,N
IDCJAC0009,083084,2018,07,21,0.6,1,N
IDCJAC0009,083084,2018,07,22,0.0,1,N
IDCJAC0009,083084,2018,07,23,0.0,1,N
IDCJAC0009,083084,2018,07,24,2.0,1,N
IDCJAC0009,083084,2018,07,25,7.2,1,N
IDCJAC0009,083084,2018,07,26,0.0,1,N
IDCJAC0009,083084,2018,07,27,0.4,1,N
IDCJAC0009,083084,2018,07,28,0.0,1,N
IDCJAC0009,083084,2018,07,29,7.8,1,N
IDCJAC0009,083084,2018,07,30,12.0,1,N
IDCJAC0009,083084,2018,07,31,3.2,1,N
IDCJAC0009,083084,2018,08,01,9.2,1,N
IDCJAC0009,083084,2018,08,02,0.0,1,N
IDCJAC0009,083084,2018,08,03,0.0,1,N
IDCJAC0009,083084,2018,08,04,12.6,1,N
IDCJAC0009,083084,2018,08,05,0.0,1,N
IDCJAC0009,083084,2018,08,06,0.6,1,N
IDCJAC0009,083084,2018,08,07,9.2,1,N
IDCJAC0009,083084,2018,08,08,2.0,1,N
IDCJAC0009,083084,2018,08,09,1.2,1,N
IDCJAC0009,083084,2018,08,10,0.0,1,N
IDCJAC0009,083084,2018,08,11,0.0,1,N
IDCJAC0009,083084,2018,08,12,12.2,1,N
IDCJAC0009,083084,2018,08,13,0.0,1,N
IDCJAC0009,083084,2018,08,14,0.0,1,N
IDCJAC0009,083084,2018,08,15,1.0,1,N
IDCJAC0009,083084,2018,08,16,13.2,1,N
IDCJAC0009,083084,2018,08,17,0.0,1,N
IDCJAC0009,083084,2018,08,18,4.6,1,N
IDCJAC0009,083084,2018,08,19,9.0,1,N
IDCJAC0009,083084,2018,08,20,37.6,1,N
IDCJAC0009,083084,2018,08,21,0.4,1,N
IDCJAC0009,083084,2018,08,22,0.4,1,N
IDCJAC0009,083084,2018,08,23,0.0,1,N
IDCJAC0009,083084,2018,08,24,0.0,1,N
IDCJAC0009,083084,2018,08,25,0.0,1,N
IDCJAC0009,083084,2018,08,26,0.0,1,N
IDCJAC0009,083084,2018,08,27,0.0,1,N
IDCJAC0009,083084,2018,08,28,0.0,1,N
IDCJAC0009,083084,2018,08,29,0.0,1,N
IDCJAC0009,083084,2018,08,30,0.0,1,N
IDCJAC0009,083084,2018,08,31,0.0,1,N
IDCJAC0009,083084,2018,09,01,6.0,1,N
IDCJAC0009,083084,2018,09,02,0.6,1,N
IDCJAC0009,083084,2018,09,03,0.0,1,N
