Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,083084,2018,02,11,18.1,1,Y
IDCJAC0010,083084,2018,02,12,16.6,1,Y
IDCJAC0010,083084,2018,02,13,16.7,1,Y
IDCJAC0010,083084,2018,02,14,15.7,1,Y
IDCJAC0010,083084,2018,02,15,14.2,1,Y
IDCJAC0010,083084,2018,02,16,16.3,1,Y
IDCJAC0010,083084,2018,02,17,16.4,1,Y
IDCJAC0010,083084,2018,02,18,20.8,1,Y
IDCJAC0010,083084,2018,02,19,10.7,1,Y
IDCJAC0010,083084,2018,02,20,15.0,1,Y
IDCJAC0010,083084,2018,02,21,17.4,1,Y
IDCJAC0010,083084,2018,02,22,17.0,1,Y
IDCJAC0010,083084,2018,02,23,16.9,1,Y
IDCJAC0010,083084,2018,02,24,15.9,1,Y
IDCJAC0010,083084,2018,02,25,7.6,1,Y
IDCJAC0010,083084,2018,02,26,13.0,1,Y
IDCJAC0010,083084,2018,02,27,19.3,1,Y
IDCJAC0010,083084,2018,02,28,18.9,1,Y
IDCJAC0010,083084,2018,03,01,15.6,1,Y
IDCJAC0010,083084,2018,03,02,14.7,1,Y
IDCJAC0010,083084,2018,03,03,18.5,1,Y
IDCJAC0010,083084,2018,03,04,17.4,1,Y
IDCJAC0010,083084,2018,03,05,12.4,1,Y
IDCJAC0010,083084,2018,03,06,14.4,1,Y
IDCJAC0010,083084,2018,03,07,17.3,1,Y
IDCJAC0010,083084,2018,03,08,19.5,1,Y
IDCJAC0010,083084,2018,03,09,21.1,1,Y
IDCJAC0010,083084,2018,03,10,21.0,1,Y
IDCJAC0010,083084,2018,03,11,20.9,1,Y
IDCJAC0010,083084,2018,03,12,17.6,1,Y
IDCJAC0010,083084,2018,03,13,15.1,1,Y
IDCJAC0010,083084,2018,03,14,15.5,1,Y
IDCJAC0010,083084,2018,03,15,15.4,1,Y
IDCJAC0010,083084,2018,03,16,15.0,1,Y
IDCJAC0010,083084,2018,03,17,17.4,1,Y
IDCJAC0010,083084,2018,03,18,14.7,1,Y
IDCJAC0010,083084,2018,03,19,12.5,1,Y
IDCJAC0010,083084,2018,03,20,10.5,1,Y
IDCJAC0010,083084,2018,03,21,9.2,1,Y
IDCJAC0010,083084,2018,03,22,14.2,1,Y
IDCJAC0010,083084,2018,03,23,14.4,1,Y
IDCJAC0010,083084,2018,03,24,10.6,1,Y
IDCJAC0010,083084,2018,03,25,10.0,1,Y
IDCJAC0010,083084,2018,03,26,2.5,1,Y
IDCJAC0010,083084,2018,03,27,10.4,1,Y
IDCJAC0010,083084,2018,03,28,14.2,1,Y
IDCJAC0010,083084,2018,03,29,16.9,1,Y
IDCJAC0010,083084,2018,03,30,16.0,1,Y
IDCJAC0010,083084,2018,03,31,13.8,1,Y
IDCJAC0010,083084,2018,04,01,14.6,1,Y
IDCJAC0010,083084,2018,04,02,15.9,1,Y
IDCJAC0010,083084,2018,04,03,16.2,1,Y
IDCJAC0010,083084,2018,04,04,17.2,1,Y
IDCJAC0010,083084,2018,04,05,15.0,1,Y
IDCJAC0010,083084,2018,04,06,15.3,1,Y
IDCJAC0010,083084,2018,04,07,14.4,1,Y
IDCJAC0010,083084,2018,04,08,14.7,1,Y
IDCJAC0010,083084,2018,04,09,16.9,1,Y
IDCJAC0010,083084,2018,04,10,18.5,1,Y
IDCJAC0010,083084,2018,04,11,18.8,1,Y
IDCJAC0010,083084,2018,04,12,17.1,1,Y
IDCJAC0010,083084,2018,04,13,13.8,1,Y
IDCJAC0010,083084,2018,04,14,1.8,1,Y
IDCJAC0010,083084,2018,04,15,6.6,1,Y
IDCJAC0010,083084,2018,04,16,7.1,1,Y
IDCJAC0010,083084,2018,04,17,12.1,1,Y
IDCJAC0010,083084,2018,04,18,11.8,1,Y
IDCJAC0010,083084,2018,04,19,14.0,1,Y
IDCJAC0010,083084,2018,04,20,15.8,1,Y
IDCJAC0010,083084,2018,04,21,14.5,1,Y
IDCJAC0010,083084,2018,04,22,13.7,1,Y
IDCJAC0010,083084,2018,04,23,13.8,1,Y
IDCJAC0010,083084,2018,04,24,14.3,1,Y
IDCJAC0010,083084,2018,04,25,13.5,1,Y
IDCJAC0010,083084,2018,04,26,11.6,1,Y
IDCJAC0010,083084,2018,04,27,9.5,1,Y
IDCJAC0010,083084,2018,04,28,13.4,1,Y
IDCJAC0010,083084,2018,04,29,6.9,1,Y
IDCJAC0010,083084,2018,04,30,12.7,1,Y
IDCJAC0010,083084,2018,05,01,12.2,1,N
IDCJAC0010,083084,2018,05,02,,,
IDCJAC0010,083084,2018,05,03,11.1,1,N
IDCJAC0010,083084,2018,05,04,1.2,1,N
IDCJAC0010,083084,2018,05,05,4.2,1,N
IDCJAC0010,083084,2018,05,06,8.8,1,N
IDCJAC0010,083084,2018,05,07,5.8,1,N
IDCJAC0010,083084,2018,05,08,8.9,1,Y
IDCJAC0010,083084,2018,05,09,,,
IDCJAC0010,083084,2018,05,10,-0.4,1,N
IDCJAC0010,083084,2018,05,11,1.6,1,N
IDCJAC0010,083084,2018,05,12,1.3,1,N
IDCJAC0010,083084,2018,05,13,6.9,1,N
IDCJAC0010,083084,2018,05,14,11.2,1,N
IDCJAC0010,083084,2018,05,15,5.3,1,N
IDCJAC0010,083084,2018,05,16,5.9,1,N
IDCJAC0010,083084,2018,05,17,6.3,1,N
IDCJAC0010,083084,2018,05,18,3.4,1,N
IDCJAC0010,083084,2018,05,19,3.2,1,N
IDCJAC0010,083084,2018,05,20,5.0,1,N
IDCJAC0010,083084,2018,05,21,4.9,1,
IDCJAC0010,083084,2018,05,22,8.4,1,N
IDCJAC0010,083084,2018,05,23,11.5,1,N
IDCJAC0010,083084,2018,05,24,10.9,1,N
IDCJAC0010,083084,2018,05,25,11.4,1,N
IDCJAC0010,083084,2018,05,26,9.2,1,N
IDCJAC0010,083084,2018,05,27,8.6,1,N
IDCJAC0010,083084,2018,05,28,7.2,1,N
IDCJAC0010,083084,2018,05,29,3.8,1,N
IDCJAC0010,083084,2018,05,30,3.1,1,N
IDCJAC0010,083084,2018,05,31,-1.1,1,N
IDCJAC0010,083084,2018,06,01,1.9,1,N
IDCJAC0010,083084,2018,06,02,2.8,1,N
IDCJAC0010,083084,2018,06,03,4.2,1,N
IDCJAC0010,083084,2018,06,04,4.3,1,N
IDCJAC0010,083084,2018,06,05,4.4,1,N
IDCJAC0010,083084,2018,06,06,7.8,1,N
IDCJAC0010,083084,2018,06,07,3.1,1,N
IDCJAC0010,083084,2018,06,08,1.8,1,N
IDCJAC0010,083084,2018,06,09,4.4,1,N
IDCJAC0010,083084,2018,06,10,4.8,1,N
IDCJAC0010,083084,2018,06,11,4.4,1,N
IDCJAC0010,083084,2018,06,12,1.9,1,N
IDCJAC0010,083084,2018,06,13,-0.6,1,N
IDCJAC0010,083084,2018,06,14,-0.1,1,N
IDCJAC0010,083084,2018,06,15,-1.3,1,N
IDCJAC0010,083084,2018,06,16,-2.9,1,N
IDCJAC0010,083084,2018,06,17,-1.4,1,N
IDCJAC0010,083084,2018,06,18,-0.6,1,N
IDCJAC0010,083084,2018,06,19,0.0,1,N
IDCJAC0010,083084,2018,06,20,0.2,1,N
IDCJAC0010,083084,2018,06,21,0.2,1,N
IDCJAC0010,083084,2018,06,22,0.2,1,N
IDCJAC0010,083084,2018,06,23,1.4,1,N
IDCJAC0010,083084,2018,06,24,1.1,1,N
IDCJAC0010,083084,2018,06,25,4.8,1,N
IDCJAC0010,083084,2018,06,26,3.5,1,N
IDCJAC0010,083084,2018,06,27,5.3,1,N
IDCJAC0010,083084,2018,06,28,2.0,1,N
IDCJAC0010,083084,2018,06,29,-0.7,1,N
IDCJAC0010,083084,2018,06,30,-2.0,1,N
IDCJAC0010,083084,2018,07,01,2.2,1,N
IDCJAC0010,083084,2018,07,02,1.7,1,N
IDCJAC0010,083084,2018,07,03,4.3,1,N
IDCJAC0010,083084,2018,07,04,3.4,1,N
IDCJAC0010,083084,2018,07,05,5.2,1,N
IDCJAC0010,083084,2018,07,06,0.0,1,N
IDCJAC0010,083084,2018,07,07,-1.4,1,N
IDCJAC0010,083084,2018,07,08,-0.2,1,N
IDCJAC0010,083084,2018,07,09,0.1,1,N
IDCJAC0010,083084,2018,07,10,2.7,1,N
IDCJAC0010,083084,2018,07,11,1.8,1,N
IDCJAC0010,083084,2018,07,12,1.0,1,N
IDCJAC0010,083084,2018,07,13,1.3,1,N
IDCJAC0010,083084,2018,07,14,4.8,1,N
IDCJAC0010,083084,2018,07,15,-1.3,1,N
IDCJAC0010,083084,2018,07,16,-0.6,1,N
IDCJAC0010,083084,2018,07,17,0.8,1,N
IDCJAC0010,083084,2018,07,18,-1.8,1,N
IDCJAC0010,083084,2018,07,19,0.1,1,N
IDCJAC0010,083084,2018,07,20,-3.4,1,N
IDCJAC0010,083084,2018,07,21,-1.4,1,N
IDCJAC0010,083084,2018,07,22,-2.9,1,N
IDCJAC0010,083084,2018,07,23,-0.4,1,N
IDCJAC0010,083084,2018,07,24,0.9,1,N
IDCJAC0010,083084,2018,07,25,-0.7,1,N
IDCJAC0010,083084,2018,07,26,0.2,1,N
IDCJAC0010,083084,2018,07,27,1.4,1,N
IDCJAC0010,083084,2018,07,28,2.9,1,N
IDCJAC0010,083084,2018,07,29,1.3,1,N
IDCJAC0010,083084,2018,07,30,-2.1,1,N
IDCJAC0010,083084,2018,07,31,-0.4,1,N
IDCJAC0010,083084,2018,08,01,0.0,1,N
IDCJAC0010,083084,2018,08,02,2.0,1,N
IDCJAC0010,083084,2018,08,03,4.3,1,N
IDCJAC0010,083084,2018,08,04,0.1,1,N
IDCJAC0010,083084,2018,08,05,3.8,1,N
IDCJAC0010,083084,2018,08,06,-2.1,1,N
IDCJAC0010,083084,2018,08,07,-2.2,1,N
IDCJAC0010,083084,2018,08,08,0.2,1,N
IDCJAC0010,083084,2018,08,09,2.0,1,N
IDCJAC0010,083084,2018,08,10,2.6,1,N
IDCJAC0010,083084,2018,08,11,-1.0,1,N
IDCJAC0010,083084,2018,08,12,-0.6,1,N
IDCJAC0010,083084,2018,08,13,0.7,1,N
IDCJAC0010,083084,2018,08,14,0.2,1,N
IDCJAC0010,083084,2018,08,15,0.1,1,N
IDCJAC0010,083084,2018,08,16,-0.8,1,N
IDCJAC0010,083084,2018,08,17,-1.6,1,N
IDCJAC0010,083084,2018,08,18,-2.1,1,N
IDCJAC0010,083084,2018,08,19,-3.7,1,N
IDCJAC0010,083084,2018,08,20,-0.5,1,N
IDCJAC0010,083084,2018,08,21,-0.7,1,N
IDCJAC0010,083084,2018,08,22,0.4,1,N
IDCJAC0010,083084,2018,08,23,-0.4,1,N
IDCJAC0010,083084,2018,08,24,2.4,1,N
IDCJAC0010,083084,2018,08,25,3.7,1,N
IDCJAC0010,083084,2018,08,26,5.3,1,N
IDCJAC0010,083084,2018,08,27,-2.7,1,N
IDCJAC0010,083084,2018,08,28,-2.3,1,N
IDCJAC0010,083084,2018,08,29,2.5,1,N
IDCJAC0010,083084,2018,08,30,5.4,1,N
IDCJAC0010,083084,2018,08,31,0.2,1,N
IDCJAC0010,083084,2018,09,01,0.5,1,N
IDCJAC0010,083084,2018,09,02,-0.2,1,N
IDCJAC0010,083084,2018,09,03,0.7,1,N
IDCJAC0010,083084,2018,09,04,4.4,1,N
IDCJAC0010,083084,2018,09,05,4.3,1,N
IDCJAC0010,083084,2018,09,06,3.5,1,N
IDCJAC0010,083084,2018,09,07,5.9,1,N
IDCJAC0010,083084,2018,09,08,3.4,1,N
IDCJAC0010,083084,2018,09,09,7.0,1,N
IDCJAC0010,083084,2018,09,10,10.3,1,N
IDCJAC0010,083084,2018,09,11,7.0,1,N
IDCJAC0010,083084,2018,09,12,4.9,1,N
IDCJAC0010,083084,2018,09,13,7.5,1,N
IDCJAC0010,083084,2018,09,14,6.1,1,N
IDCJAC0010,083084,2018,09,15,3.4,1,N
IDCJAC0010,083084,2018,09,16,-0.5,1,N
IDCJAC0010,083084,2018,09,17,1.7,1,N
IDCJAC0010,083084,2018,09,18,4.4,1,N
IDCJAC0010,083084,2018,09,19,0.9,1,N
IDCJAC0010,083084,2018,09,20,3.9,1,N
IDCJAC0010,083084,2018,09,21,6.8,1,N
IDCJAC0010,083084,2018,09,22,8.1,1,N
IDCJAC0010,083084,2018,09,23,6.5,1,N
IDCJAC0010,083084,2018,09,24,5.6,1,N
IDCJAC0010,083084,2018,09,25,4.8,1,Y
IDCJAC0010,083084,2018,09,26,7.6,1,N
IDCJAC0010,083084,2018,09,27,6.4,1,Y
IDCJAC0010,083084,2018,09,28,5.0,1,N
IDCJAC0010,083084,2018,09,29,2.6,1,N
IDCJAC0010,083084,2018,09,30,8.2,1,N
IDCJAC0010,083084,2018,10,01,9.7,1,N
IDCJAC0010,083084,2018,10,02,10.5,1,N
IDCJAC0010,083084,2018,10,03,8.2,1,N
IDCJAC0010,083084,2018,10,04,5.2,1,N
IDCJAC0010,083084,2018,10,05,5.3,1,N
IDCJAC0010,083084,2018,10,06,10.6,1,N
IDCJAC0010,083084,2018,10,07,12.1,1,N
IDCJAC0010,083084,2018,10,08,12.6,1,N
IDCJAC0010,083084,2018,10,09,11.5,1,N
IDCJAC0010,083084,2018,10,10,0.1,1,N
IDCJAC0010,083084,2018,10,11,7.2,1,N
IDCJAC0010,083084,2018,10,12,11.2,1,N
IDCJAC0010,083084,2018,10,13,11.0,1,N
IDCJAC0010,083084,2018,10,14,11.8,1,N
IDCJAC0010,083084,2018,10,15,13.8,1,N
IDCJAC0010,083084,2018,10,16,9.6,1,N
IDCJAC0010,083084,2018,10,17,7.6,1,N
IDCJAC0010,083084,2018,10,18,6.6,1,N
IDCJAC0010,083084,2018,10,19,12.5,1,N
IDCJAC0010,083084,2018,10,20,,,
IDCJAC0010,083084,2018,10,21,,,
IDCJAC0010,083084,2018,10,22,,,
IDCJAC0010,083084,2018,10,23,,,
IDCJAC0010,083084,2018,10,24,,,
IDCJAC0010,083084,2018,10,25,11.4,1,N
IDCJAC0010,083084,2018,10,26,13.1,1,N
IDCJAC0010,083084,2018,10,27,13.7,1,N
IDCJAC0010,083084,2018,10,28,14.9,1,N
IDCJAC0010,083084,2018,10,29,15.2,1,N
IDCJAC0010,083084,2018,10,30,,,
IDCJAC0010,083084,2018,10,31,17.7,1,N
IDCJAC0010,083084,2018,11,01,20.1,1,N
IDCJAC0010,083084,2018,11,02,14.3,1,N
IDCJAC0010,083084,2018,11,03,12.1,1,N
IDCJAC0010,083084,2018,11,04,12.9,1,N
IDCJAC0010,083084,2018,11,05,11.6,1,N
IDCJAC0010,083084,2018,11,06,10.5,1,N
IDCJAC0010,083084,2018,11,07,3.8,1,N
IDCJAC0010,083084,2018,11,08,6.6,1,N
IDCJAC0010,083084,2018,11,09,6.6,1,N
IDCJAC0010,083084,2018,11,10,11.5,1,N
IDCJAC0010,083084,2018,11,11,15.7,1,N
IDCJAC0010,083084,2018,11,12,15.8,1,N
IDCJAC0010,083084,2018,11,13,11.9,1,N
IDCJAC0010,083084,2018,11,14,11.1,1,N
IDCJAC0010,083084,2018,11,15,9.6,1,N
IDCJAC0010,083084,2018,11,16,12.2,1,N
IDCJAC0010,083084,2018,11,17,10.8,1,N
IDCJAC0010,083084,2018,11,18,16.2,1,N
IDCJAC0010,083084,2018,11,19,16.1,1,N
IDCJAC0010,083084,2018,11,20,16.8,1,N
IDCJAC0010,083084,2018,11,21,9.9,1,N
IDCJAC0010,083084,2018,11,22,0.2,1,N
IDCJAC0010,083084,2018,11,23,2.9,1,N
IDCJAC0010,083084,2018,11,24,6.7,1,N
IDCJAC0010,083084,2018,11,25,7.2,1,N
IDCJAC0010,083084,2018,11,26,13.2,1,N
IDCJAC0010,083084,2018,11,27,14.2,1,N
IDCJAC0010,083084,2018,11,28,7.0,1,N
IDCJAC0010,083084,2018,11,29,,,
IDCJAC0010,083084,2018,11,30,14.2,1,N
IDCJAC0010,083084,2018,12,01,16.9,1,N
IDCJAC0010,083084,2018,12,02,8.5,1,N
IDCJAC0010,083084,2018,12,03,8.9,1,N
IDCJAC0010,083084,2018,12,04,16.3,1,N
IDCJAC0010,083084,2018,12,05,17.4,1,N
IDCJAC0010,083084,2018,12,06,19.6,1,N
IDCJAC0010,083084,2018,12,07,21.3,1,N
IDCJAC0010,083084,2018,12,08,20.4,1,N
IDCJAC0010,083084,2018,12,09,18.4,1,N
IDCJAC0010,083084,2018,12,10,19.1,1,N
IDCJAC0010,083084,2018,12,11,20.3,1,N
IDCJAC0010,083084,2018,12,12,18.6,1,N
IDCJAC0010,083084,2018,12,13,11.4,1,N
IDCJAC0010,083084,2018,12,14,15.7,1,N
IDCJAC0010,083084,2018,12,15,13.9,1,N
IDCJAC0010,083084,2018,12,16,11.4,1,N
IDCJAC0010,083084,2018,12,17,15.2,1,N
IDCJAC0010,083084,2018,12,18,20.0,1,Y
IDCJAC0010,083084,2018,12,19,18.2,1,N
IDCJAC0010,083084,2018,12,20,19.6,1,N
IDCJAC0010,083084,2018,12,21,12.8,1,N
IDCJAC0010,083084,2018,12,22,10.8,1,N
IDCJAC0010,083084,2018,12,23,15.1,1,N
IDCJAC0010,083084,2018,12,24,17.5,1,N
IDCJAC0010,083084,2018,12,25,21.3,1,N
IDCJAC0010,083084,2018,12,26,22.8,1,N
IDCJAC0010,083084,2018,12,27,24.7,1,N
IDCJAC0010,083084,2018,12,28,22.6,1,N
IDCJAC0010,083084,2018,12,29,21.5,1,N
IDCJAC0010,083084,2018,12,30,19.5,1,N
IDCJAC0010,083084,2018,12,31,18.1,1,N
